step,component,component_label,entropy,infeasible_mass,expected_J,optimality_gap,regret,stability_tv,max_probability
0,base_only,Base dynamics only,7.216017295607653,0.2960187100519966,0.4816846304924374,0.4816846304924374,0.48198367623642363,0.0,0.001978296223300085
1,base_only,Base dynamics only,7.216843208614071,0.29375307383726706,0.4810855536447724,0.4810855536447724,0.4805986016477187,0.0032949714763332826,0.0019726676647596067
2,base_only,Base dynamics only,7.2176727058139605,0.2914939691603138,0.48048316124356905,0.48048316124356905,0.47921428859766907,0.0032947613914360912,0.0019671988079415404
3,base_only,Base dynamics only,7.218499760018193,0.28924161083205147,0.47987768932698865,0.47987768932698865,0.4778309785280473,0.0032947215815177216,0.0019624016771534985
4,base_only,Base dynamics only,7.219324451232739,0.2869960690324589,0.47926913174981983,0.47926913174981983,0.47644869095700226,0.00329464027644486,0.0019575343873531334
5,base_only,Base dynamics only,7.220146857585509,0.2847574140025738,0.4786574827144211,0.4786574827144211,0.4750674453313198,0.0032945608272617957,0.001952598344610417
6,base_only,Base dynamics only,7.220967055345212,0.28252571601190435,0.47804273676299913,0.47804273676299913,0.47368726100531683,0.0032943875859618235,0.001947594935213032
7,base_only,Base dynamics only,7.221785118910509,0.2803010453254373,0.4774248887701613,0.4774248887701613,0.47230815722041286,0.003294194253477327,0.0019425255258113613
8,base_only,Base dynamics only,7.222601120781772,0.27808347217033896,0.47680393393575926,0.47680393393575926,0.47093015308542474,0.0032938915484865927,0.00193739146358375
9,base_only,Base dynamics only,7.223415131528004,0.27587306670243394,0.47617986777803967,0.47617986777803967,0.4695532675576234,0.0032937682447127404,0.0019324506964652213
10,base_only,Base dynamics only,7.224227219760165,0.2736698989725523,0.4755526861271153,0.4755526861271153,0.4681775194245875,0.003293675251090543,0.0019279212751298106
11,base_only,Base dynamics only,7.2250374521191905,0.27147403889282906,0.47492238511876966,0.47492238511876966,0.4668029272868871,0.003293602067787029,0.0019233195667906257
12,base_only,Base dynamics only,7.225845893282307,0.269285556203037,0.4742889611886032,0.4742889611886032,0.4654295095416263,0.003293511766375143,0.0019186470414580571
13,base_only,Base dynamics only,7.226652605986251,0.26710452043703276,0.4736524110665328,0.4736524110665328,0.46405728436686944,0.0032933305503083333,0.0019139051495827388
14,base_only,Base dynamics only,7.227457651061468,0.2649310008893914,0.4730127317716486,0.4730127317716486,0.4626862697069726,0.003293134638578775,0.00190909532203596
15,base_only,Base dynamics only,7.22826108746825,0.2627650665823028,0.47236992060743865,0.47236992060743865,0.46131648325884156,0.0032930199534638663,0.0019042189701106824
16,base_only,Base dynamics only,7.229062972324422,0.2606067862327971,0.4717239751573792,0.4717239751573792,0.45994794245912707,0.003292842734049709,0.0018992774855422765
17,base_only,Base dynamics only,7.229863360914263,0.25845622822036707,0.4710748932808988,0.4710748932808988,0.45858066447237295,0.0032925680580521226,0.0018942722405480895
18,base_only,Base dynamics only,7.230662306669297,0.25631346055504695,0.4704226731097149,0.4704226731097149,0.457214666180123,0.0032923014703759605,0.0018892045878849317
19,base_only,Base dynamics only,7.231459861112545,0.25417855084600827,0.4697673130445417,0.4697673130445417,0.4558499641709931,0.003292143188988457,0.0018840758609235684
20,base_only,Base dynamics only,7.232256073758314,0.25205156627072445,0.4691088117521713,0.4691088117521713,0.45448657473170995,0.003291999181509158,0.001878887373739295
21,base_only,Base dynamics only,7.233050991958548,0.24993257354475737,0.46844716816291987,0.46844716816291987,0.45312451383911606,0.003291777939273645,0.0018736404212176666
22,base_only,Base dynamics only,7.233844660684017,0.2478216388922108,0.4677823814684403,0.4677823814684403,0.45176379715313586,0.0032916048696394586,0.0018683362791744552
23,base_only,Base dynamics only,7.234637122222446,0.24571882801689432,0.467114451119891,0.467114451119891,0.4504044400106969,0.0032913981871392417,0.0018629762044889047
24,base_only,Base dynamics only,7.235428415764381,0.24362420607423707,0.46644337682645765,0.46644337682645765,0.4490464574205963,0.0032912425334769542,0.001857561435249365
25,base_only,Base dynamics only,7.236218576826016,0.24153783764398562,0.46576915855421736,0.46576915855421736,0.4476898640592991,0.0032908886782378726,0.0018521067592318645
26,base_only,Base dynamics only,7.237007636411542,0.23945978670371856,0.4650917965253393,0.4650917965253393,0.4463346742676554,0.003290524669682623,0.0018474368835988343
27,base_only,Base dynamics only,7.237795620501215,0.23739011663332005,0.46441129122907265,0.46441129122907265,0.4449809020730798,0.003290216968606774,0.001842702332980442
28,base_only,Base dynamics only,7.238582546364875,0.2353288901194195,0.4637276433948184,0.4637276433948184,0.4436285611306329,0.003290028570929475,0.001837904411285513
29,base_only,Base dynamics only,7.239368419835674,0.23327616918704264,0.46304085400788464,0.46304085400788464,0.4422776647640285,0.003289868430723553,0.001833044405994654
30,base_only,Base dynamics only,7.240153250095581,0.23123201618760827,0.4623509246577849,0.4623509246577849,0.4409282267325459,0.0032895822962028367,0.0018281235855062757
31,base_only,Base dynamics only,7.2409370960435675,0.22919649709109352,0.46165785861218717,0.46165785861218717,0.43958026353759216,0.0032893060629631448,0.0018231431905633155
32,base_only,Base dynamics only,7.241720184325407,0.2271696901410363,0.46096166366350455,0.46096166366350455,0.43823380037474635,0.0032890020493947397,0.0018181044125784407
33,base_only,Base dynamics only,7.242503048038008,0.22515169737168098,0.4602623560066213,0.4602623560066213,0.43688887915648633,0.0032887246820907006,0.0018130083659891796
34,base_only,Base dynamics only,7.243286593218508,0.2231426497791899,0.4595599624709393,0.4595599624709393,0.43554556298566893,0.0032883413126095404,0.00180785607879488
35,base_only,Base dynamics only,7.244071879239369,0.22114269086504645,0.45885451553578865,0.45885451553578865,0.4342039262447735,0.003287846811631665,0.0018026485351821814
36,base_only,Base dynamics only,7.244859665990248,0.2191519390535473,0.45814604097806244,0.45814604097806244,0.4328640290693939,0.0032873769425180825,0.0017973867690699219
37,base_only,Base dynamics only,7.245650563921329,0.21717048633323893,0.45743455739484296,0.45743455739484296,0.43152591640183036,0.0032868823398933514,0.0017920718655163098
38,base_only,Base dynamics only,7.246444334640532,0.21519835496325113,0.4567200593337546,0.4567200593337546,0.4301895826051159,0.003286466952512346,0.0017867050606806892
39,base_only,Base dynamics only,7.2472404289342185,0.21323553453291055,0.4560025294433987,0.4560025294433987,0.42885499576353797,0.00328611577747516,0.001781507909886
40,base_only,Base dynamics only,7.248037991004326,0.21128199151277402,0.4552819408129375,0.4552819408129375,0.4275221021466107,0.003285766674452169,0.0017766214768440147
41,base_only,Base dynamics only,7.248836104416712,0.20933769283314346,0.45455826547569417,0.45455826547569417,0.42619084382747197,0.0032854169542937263,0.0017716785939574532
42,base_only,Base dynamics only,7.249634030157602,0.20740262472972146,0.4538314823505109,0.4538314823505109,0.4248611755959005,0.0032851237841184807,0.001766680642710689
43,base_only,Base dynamics only,7.250431147173446,0.20547678954187915,0.45310157615085467,0.45310157615085467,0.4235330632037066,0.0032847863454014232,0.0017616289445637283
44,base_only,Base dynamics only,7.251227096447931,0.2035602109565544,0.4523685404951222,0.4523685404951222,0.4222064902650383,0.003284430558834178,0.0017565247511891896
45,base_only,Base dynamics only,7.252021625822522,0.20165292191774298,0.4516323737656053,0.4516323737656053,0.42088144962105767,0.0032841844766199812,0.0017521097629894767
46,base_only,Base dynamics only,7.252814612780421,0.19975496453469754,0.4508930789139061,0.4508930789139061,0.41955794314671985,0.0032839968703376053,0.001747687486071049
47,base_only,Base dynamics only,7.253606004612159,0.19786638591667421,0.45015066160810324,0.45015066160810324,0.41823597779809685,0.0032837756848057157,0.0017432038506172904
48,base_only,Base dynamics only,7.254395808630554,0.1959872371873052,0.4494051297897432,0.4494051297897432,0.4169155645926624,0.0032834655319990648,0.0017386600857949334
49,base_only,Base dynamics only,7.2551841005370115,0.19411757404696522,0.448656493761906,0.448656493761906,0.41559671867421755,0.0032832684870230454,0.0017340573939616886
50,base_only,Base dynamics only,7.2559710327359195,0.19225745778186093,0.4479047664574222,0.4479047664574222,0.4142794597745415,0.003282994445043746,0.0017293969487935628
51,base_only,Base dynamics only,7.256756822908561,0.19040695495555332,0.44714996328857975,0.44714996328857975,0.412963811874537,0.0032826773614163815,0.001724679896298149
52,base_only,Base dynamics only,7.257541750208823,0.18856613657254637,0.4463921018238002,0.4463921018238002,0.41164980255555667,0.003282332414313732,0.001719907356926341
53,base_only,Base dynamics only,7.25832616076505,0.18673507865032885,0.44563120220737323,0.44563120220737323,0.4103374639264463,0.0032819632511187414,0.0017150804246808705
54,base_only,Base dynamics only,7.259110290272583,0.18491384703895966,0.4448672819910678,0.4448672819910678,0.4090268220986918,0.0032816338053583876,0.0017102001992673809
55,base_only,Base dynamics only,7.2598943729241645,0.18310250583496335,0.4441003590330168,0.4441003590330168,0.40771790316159173,0.003281255088828511,0.0017052677680350374
56,base_only,Base dynamics only,7.260678645430158,0.1813011128009968,0.4433304499488598,0.4433304499488598,0.40641073006703876,0.003281085328311538,0.0017002842154500483
57,base_only,Base dynamics only,7.261463033219142,0.1795097008750961,0.4425575634974391,0.4425575634974391,0.4051053089211665,0.003280759973219403,0.001695250660989565
58,base_only,Base dynamics only,7.2622474664077785,0.17772829833737444,0.44178170746525447,0.44178170746525447,0.40380164307990163,0.003280367156892962,0.0016901682164170485
59,base_only,Base dynamics only,7.2630317672338975,0.1759569222471582,0.44100288619516737,0.44100288619516737,0.4024997279571597,0.0032799471008092018,0.0016850379990428993
60,base_only,Base dynamics only,7.263815682619226,0.17419558219797285,0.4402211017586466,0.4402211017586466,0.40119955333793567,0.003279625929405915,0.0016798611235853476
61,base_only,Base dynamics only,7.264598917889941,0.1724442841248014,0.4394363552148983,0.4394363552148983,0.3999011059174474,0.0032793544239402865,0.0016746386941904902
62,base_only,Base dynamics only,7.265381170158376,0.17070303382948424,0.4386486478631912,0.4386486478631912,0.39860437187160747,0.00327902148493735,0.0016697822891231754
63,base_only,Base dynamics only,7.266162166081219,0.16897184046176603,0.43785798253667907,0.43785798253667907,0.3973093395958764,0.003278771338546242,0.0016654507970314436
64,base_only,Base dynamics only,7.266941703792418,0.16725071952344522,0.43706436487523814,0.43706436487523814,0.39601600247888347,0.0032785150019697482,0.0016613277529403904
65,base_only,Base dynamics only,7.267719637266042,0.16553969236193855,0.4362678031498463,0.4362678031498463,0.39472435858629995,0.0032782063449663763,0.0016571449499690795
66,base_only,Base dynamics only,7.2684958427859545,0.16383878271854221,0.4354683068223837,0.4354683068223837,0.3934344075444888,0.0032779680171146353,0.0016529035890780256
67,base_only,Base dynamics only,7.269270335991825,0.1621480245729795,0.4346658900417323,0.4346658900417323,0.3921461582510184,0.003277757312658045,0.0016486048346584412
68,base_only,Base dynamics only,7.2700431345776,0.16046745317829014,0.43386056789017347,0.43386056789017347,0.3908596207320171,0.0032774242637555132,0.0016442498325537028
69,base_only,Base dynamics only,7.270814320896598,0.1587971075239609,0.4330523576403372,0.4330523576403372,0.3895748089642769,0.0032770473283466103,0.0016398397053370142
70,base_only,Base dynamics only,7.271583977308869,0.15713702654744724,0.4322412773059056,0.4322412773059056,0.38829173779763315,0.003276691862898239,0.0016353755598681578
71,base_only,Base dynamics only,7.272352197861773,0.15548724831451793,0.431427345568904,0.431427345568904,0.3870104228967974,0.003276457819522274,0.0016308584889041331
72,base_only,Base dynamics only,7.273119093049655,0.15384781009489362,0.430610581543017,0.430610581543017,0.38573088016177925,0.0032762787455910135,0.0016262895709557921
73,base_only,Base dynamics only,7.273884763578594,0.15221874765687643,0.42979100476756316,0.42979100476756316,0.3844531258211082,0.0032760451202664574,0.0016216698716532856
74,base_only,Base dynamics only,7.274649149809164,0.15060008223822116,0.42896863080411884,0.42896863080411884,0.3831771671130869,0.0032757882859225573,0.0016170363784538933
75,base_only,Base dynamics only,7.275412245347333,0.14899183503323357,0.42814347584521834,0.42814347584521834,0.38190301193624,0.0032753497476704927,0.0016130658615908506
76,base_only,Base dynamics only,7.276174182334455,0.14739403677055954,0.42731556001445037,0.42731556001445037,0.38063067591552624,0.0032749890999502086,0.00160903655715362
77,base_only,Base dynamics only,7.276934671955466,0.145806685347261,0.42648489307226817,0.42648489307226817,0.3793601520735548,0.0032747041369278742,0.001604949624433418
78,base_only,Base dynamics only,7.277693775223038,0.14422980040936909,0.42565149265980284,0.42565149265980284,0.3780914494557862,0.0032744123454659995,0.001600806167284672
79,base_only,Base dynamics only,7.278451289858507,0.14266338459770428,0.42481537116457424,0.42481537116457424,0.3768245652697647,0.0032742059000391796,0.0015966073071651105
80,base_only,Base dynamics only,7.279207152878655,0.1411074460666332,0.4239765433508446,0.4239765433508446,0.3755595010499868,0.0032739252464261,0.001592354140656222
81,base_only,Base dynamics only,7.279961211795936,0.1395619897754063,0.42313502333758,0.42313502333758,0.3742962562405402,0.0032735755095557604,0.0015880477557508373
82,base_only,Base dynamics only,7.280713430038368,0.13802702565670374,0.42229082749845115,0.42229082749845115,0.3730348343823502,0.0032733350295131697,0.001583689216706355
83,base_only,Base dynamics only,7.281463620287609,0.13650255593404984,0.42144396985483745,0.42144396985483745,0.3717752331963344,0.0032731239344173805,0.0015792795874506787
84,base_only,Base dynamics only,7.282211879869092,0.13498860060382323,0.42059447143171774,0.42059447143171774,0.3705174648762105,0.003272873374016376,0.0015748198848787168
85,base_only,Base dynamics only,7.282958067275494,0.13348516478634603,0.41974234819778505,0.41974234819778505,0.36926152989778166,0.003272474506846589,0.001571278319728867
86,base_only,Base dynamics only,7.283702140078174,0.13199225936658293,0.4188876192257948,0.4188876192257948,0.3680074348569259,0.003272098851182,0.0015679185185322742
87,base_only,Base dynamics only,7.28444422354138,0.13050990685488512,0.41803030785406664,0.41803030785406664,0.3667551949118181,0.0032718492322079164,0.0015644946167575947
88,base_only,Base dynamics only,7.285184175423405,0.1290381095362691,0.4171704317690804,0.4171704317690804,0.3655048124691947,0.0032717220597863863,0.0015610077640092054
89,base_only,Base dynamics only,7.285922134604897,0.12757688966229902,0.416308015414636,0.416308015414636,0.3642563038242033,0.003271540924502616,0.0015574590617802619
90,base_only,Base dynamics only,7.286657991970641,0.12612624872852926,0.41544307771735683,0.41544307771735683,0.36300967296858794,0.0032712872879137734,0.0015538496364459573
91,base_only,Base dynamics only,7.287391768465879,0.12468619841825762,0.4145756413390943,0.4145756413390943,0.36176493132015525,0.003270942798358703,0.00155018058361684
92,base_only,Base dynamics only,7.288123545477413,0.12325675022196395,0.4137057295426464,0.4137057295426464,0.36052209106448174,0.0032706234097062536,0.0015464529867129956
93,base_only,Base dynamics only,7.288853164837318,0.12183789900055247,0.412833361019737,0.412833361019737,0.35928115409106,0.003270227251741002,0.0015426679457463267
94,base_only,Base dynamics only,7.289580649045983,0.12042965172445,0.411958558815722,0.411958558815722,0.35804213109258426,0.0032699252919382864,0.0015388265263698879
95,base_only,Base dynamics only,7.290306058115231,0.11903201389947368,0.4110813460845322,0.4110813460845322,0.35680503251596246,0.003269802320671585,0.0015349297838979045
96,base_only,Base dynamics only,7.291029214857616,0.11764497492590056,0.41020174139875465,0.41020174139875465,0.35556985842045064,0.003269547051284312,0.0015309787886029
97,base_only,Base dynamics only,7.291750101860359,0.11626853434737353,0.40931976696362216,0.40931976696362216,0.35433661617580364,0.003269253692017046,0.0015281448086557653
98,base_only,Base dynamics only,7.292468710566192,0.11490269214874912,0.40843544582949654,0.40843544582949654,0.35310531444684423,0.003268984421531354,0.001525281902558904
99,base_only,Base dynamics only,7.2931850450300075,0.11354744628119345,0.4075488006092251,0.4075488006092251,0.3518759604757331,0.003268752026272029,0.0015223510905109378
100,base_only,Base dynamics only,7.2938989618597745,0.11220278548498126,0.40665985162303475,0.40665985162303475,0.35064855597910316,0.0032685053116027294,0.001519353522109248
101,base_only,Base dynamics only,7.294610432853624,0.11086870614216261,0.40576862204142017,0.40576862204142017,0.3494231083438481,0.0032681453449955673,0.0015162903234384748
102,base_only,Base dynamics only,7.295319483395961,0.10954520683749056,0.40487513615576876,0.40487513615576876,0.3481996268790135,0.0032677989166568265,0.0015131626063375596
103,base_only,Base dynamics only,7.296026029737238,0.10823227874131697,0.4039794166783317,0.4039794166783317,0.3469781169929031,0.003267535967115317,0.0015099714845615809
104,base_only,Base dynamics only,7.296730043838194,0.10692991615895733,0.40308148771055696,0.40308148771055696,0.34575858663826053,0.003267368438477772,0.0015067180555830312
105,base_only,Base dynamics only,7.297431559935108,0.1056381169514945,0.4021813749267096,0.4021813749267096,0.3445410467227363,0.0032671996368290566,0.0015034113422249735
106,base_only,Base dynamics only,7.29813055106292,0.10435687313594658,0.4012791027099168,0.4012791027099168,0.3433255048863413,0.003266988544725192,0.0015008352602236916
107,base_only,Base dynamics only,7.29882695302701,0.10308617395931645,0.4003746952697338,0.4003746952697338,0.3421119680032614,0.003266750559934151,0.0014981896190946968
108,base_only,Base dynamics only,7.29952074942465,0.10182601085238407,0.39946817794585,0.39946817794585,0.3409004449807799,0.0032663609131294465,0.0014955131436370252
109,base_only,Base dynamics only,7.300211924777265,0.10057637432588859,0.3985595763064176,0.3985595763064176,0.3396909448312973,0.0032660025770862937,0.0014931729108484581
110,base_only,Base dynamics only,7.300900472559235,0.09933725432695167,0.3976489162189124,0.3976489162189124,0.33848347684656077,0.003265640997904089,0.0014907601245647115
111,base_only,Base dynamics only,7.3015863707654365,0.09810863893677894,0.3967362235121351,0.3967362235121351,0.33727804985136267,0.003265474088650306,0.0014882759135112847
112,base_only,Base dynamics only,7.302269612960714,0.09689051648297417,0.39582152451479,0.39582152451479,0.33607467339356756,0.0032652628865045817,0.0014857213982870138
113,base_only,Base dynamics only,7.302950226213364,0.09568287552503205,0.3949048459895793,0.3949048459895793,0.3348733576249132,0.003265121278411296,0.0014830976910968434
114,base_only,Base dynamics only,7.3036281268882774,0.09448569705791064,0.3939862129458975,0.3939862129458975,0.33367410852013024,0.0032648824187133203,0.00148082045502201
115,base_only,Base dynamics only,7.304303292979227,0.09329896524672505,0.39306565172641417,0.39306565172641417,0.3324769346129995,0.003264558167470517,0.0014788994335893032
116,base_only,Base dynamics only,7.304975701021382,0.0921226633945143,0.3921431888167858,0.3921431888167858,0.33128184440676306,0.003264279931274011,0.0014769022872672323
117,base_only,Base dynamics only,7.305645327863134,0.09095677409785632,0.39121885088040564,0.39121885088040564,0.33008884646382036,0.003263981910026788,0.0014748300857303726
118,base_only,Base dynamics only,7.30631218527197,0.0898012814330576,0.39029266536070784,0.39029266536070784,0.32889795072255457,0.0032636709909073173,0.0014726838916344757
119,base_only,Base dynamics only,7.306976224831446,0.08865616471472629,0.38936465878625215,0.38936465878625215,0.32770916478872514,0.0032634412586975657,0.0014707197882268925
120,base_only,Base dynamics only,7.307637418860528,0.08752140403912519,0.3884348582450275,0.3884348582450275,0.3265224971837756,0.003263204842784702,0.001468873883800243
0,projection_only,Projection only,7.216017295607653,0.2960187100519966,0.4816846304924374,0.4816846304924374,0.48198367623642363,0.0,0.001978296223300085
1,projection_only,Projection only,6.865299227971595,0.058726350038879646,0.46709323708500317,0.46709323708500317,0.41331666773287956,0.2372928479117969,0.0026291372382422347
2,projection_only,Projection only,6.704590500632213,0.009071187749927396,0.4635373111326484,0.4635373111326484,0.3980365919914162,0.049663653712060205,0.002756651275332566
3,projection_only,Projection only,6.667875262264445,0.001228659760745789,0.46244820757630994,0.46244820757630994,0.39465907616829216,0.009807399332994977,0.002769074273150398
4,projection_only,Projection only,6.664654191808898,0.00017678224238727876,0.4617530353252493,0.4617530353252493,0.3931987542103529,0.004641289758170975,0.0027627255863502827
5,projection_only,Projection only,6.667595425603775,2.6400284753005742e-05,0.4611092625169022,0.4611092625169022,0.3920039840136944,0.004167963949994626,0.0027538951922565376
6,projection_only,Projection only,6.671567173200797,3.994777221252793e-06,0.4604679618858128,0.4604679618858128,0.39084391183731515,0.0041149429454170475,0.002744725503167047
7,projection_only,Projection only,6.675651683707725,6.594309952550373e-07,0.45982198428500587,0.45982198428500587,0.38968541759495423,0.0041178672366959535,0.0027355165433502237
8,projection_only,Projection only,6.6796831808346395,1.651173811715767e-07,0.45917024926393163,0.45917024926393163,0.38852366474300937,0.004128228251551923,0.0027263116258776044
9,projection_only,Projection only,6.683634013229918,9.404499890193652e-08,0.45851258564656955,0.45851258564656955,0.3873580358605606,0.004139329798338037,0.002717476963500007
10,projection_only,Projection only,6.687500912911316,8.605914881639192e-08,0.45784895941533277,0.45784895941533277,0.3861885430542316,0.004149753100452113,0.002709315873745243
11,projection_only,Projection only,6.691284744920546,8.751604933493425e-08,0.4571793581924235,0.4571793581924235,0.3850152925885333,0.0041597130280681726,0.002701144895250968
12,projection_only,Projection only,6.694987009409378,9.042719560063568e-08,0.45650377396545005,0.45650377396545005,0.3838384049782403,0.00416912941873086,0.0026929630665836844
13,projection_only,Projection only,6.698609258018272,9.360403540812075e-08,0.4558222005109186,0.4558222005109186,0.38265800299322883,0.00417817792465992,0.002684769408799126
14,projection_only,Projection only,6.7021530050135025,9.687075652910292e-08,0.4551346330156828,0.4551346330156828,0.3814742097895989,0.0041869997484153725,0.002676562937466472
15,projection_only,Projection only,6.705619719965404,1.002024128088059e-07,0.45444106802600004,0.45444106802600004,0.380287148551009,0.004196098282199669,0.0026683426600608885
16,projection_only,Projection only,6.709010832858971,1.0359657659756774e-07,0.45374150344429665,0.45374150344429665,0.3790969423556286,0.004205375096245488,0.002660107570184312
17,projection_only,Projection only,6.712327740206287,1.070542279044797e-07,0.4530359385317517,0.4530359385317517,0.3779037140773037,0.004214738901534737,0.0026518566403636204
18,projection_only,Projection only,6.715571810407809,1.105769095350345e-07,0.4523243739104284,0.4523243739104284,0.37670758629251194,0.004223992060872879,0.00264358881375133
19,projection_only,Projection only,6.718744388205505,1.1416630417759063e-07,0.4516068115640119,0.4516068115640119,0.37550868118899033,0.004233111719377649,0.002635302994857724
20,projection_only,Projection only,6.7218467983002625,1.1782417204725729e-07,0.4508832548370196,0.4508832548370196,0.37430712047554027,0.004241539333125686,0.0026269980394268222
21,projection_only,Projection only,6.724880348222427,1.21552342196451e-07,0.4501537084324678,0.4501537084324678,0.3731030252930585,0.004249282038249938,0.0026186727435764247
22,projection_only,Projection only,6.727846330530679,1.2535271180444956e-07,0.4494181784080102,0.4494181784080102,0.3718965161269196,0.004256676705440451,0.002610325832331689
23,projection_only,Projection only,6.7307460243975115,1.2922724664695986e-07,0.44867667217055884,0.44867667217055884,0.37068771272085455,0.004263689647470347,0.0026019559476890644
24,projection_only,Projection only,6.733580696622573,1.3317798173589713e-07,0.44792919846941504,0.44792919846941504,0.3694767339924621,0.004270310192989975,0.002593561636352599
25,projection_only,Projection only,6.7363516020977245,1.3720702198125928e-07,0.4471757673879334,0.4471757673879334,0.3682636979504975,0.004276563788322971,0.0025851575994867777
26,projection_only,Projection only,6.739059983728199,1.4131654285529427e-07,0.44641639033375063,0.44641639033375063,0.36704872161407387,0.004282568605724192,0.002577895672896997
27,projection_only,Projection only,6.741707071791132,1.455087910582874e-07,0.4456510800276146,0.4456510800276146,0.3658319209339142,0.004288300000022692,0.0025705844126402374
28,projection_only,Projection only,6.74429408268249,1.4978608518816967e-07,0.4448798504908509,0.4448798504908509,0.3646134107157853,0.00429394383664638,0.0025632220667071207
29,projection_only,Projection only,6.746822216960954,1.541508164165991e-07,0.44410271703151094,0.44410271703151094,0.3633933045462423,0.0042995010740266475,0.0025558067146979006
30,projection_only,Projection only,6.749292656533413,1.5860544917425024e-07,0.44331969622924655,0.44331969622924655,0.36217171472081,0.004305201446645558,0.0025483362560279337
31,projection_only,Projection only,6.751706560723823,1.6315252184807097e-07,0.4425308059189624,0.4425308059189624,0.3609487521747164,0.00431075566556509,0.002540808398817061
32,projection_only,Projection only,6.754065060789609,1.677946474932751e-07,0.44173606517329655,0.44173606517329655,0.35972452641629704,0.004315860760253903,0.0025332206495916544
33,projection_only,Projection only,6.756369252118054,1.7253451456283932e-07,0.4409354942839869,0.4409354942839869,0.3584991454631734,0.004320608279692624,0.0025255703039199803
34,projection_only,Projection only,6.758620182646563,1.7737488765726948e-07,0.4401291147421819,0.4401291147421819,0.35727271578131,0.004325073534482965,0.0025178544380925513
35,projection_only,Projection only,6.76081883438084,1.82318608297387e-07,0.4393169492177562,0.4393169492177562,0.35604534222704215,0.004328886106086469,0.0025100699019495703
36,projection_only,Projection only,6.762966089445149,1.8736859572287025e-07,0.43849902153769266,0.43849902153769266,0.3548171279921627,0.004332723393384452,0.0025022133129473188
37,projection_only,Projection only,6.765062730238136,1.925278464601344e-07,0.43767535655261997,0.43767535655261997,0.3535881758795797,0.00433622626271014,0.002494281035232217
38,projection_only,Projection only,6.767110005997913,1.9781686036982917e-07,0.43684597875171766,0.43684597875171766,0.35235859835328864,0.004339459465895981,0.002487038230660001
39,projection_only,Projection only,6.7691099238122305,2.0324424339984672e-07,0.43601090923285335,0.43601090923285335,0.3511285234278764,0.004342108094357965,0.0024800011542761642
40,projection_only,Projection only,6.771066121440861,2.087913263532171e-07,0.43517016166979977,0.43517016166979977,0.34989810804834964,0.004344238481417971,0.002472896144105627
